,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer,param_module__dp_fc,param_module__dp_conv,param_max_epochs,param_lr,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
37,455.4218912601471,0.15737908546057153,5.100006532669068,0.05246122579153764,<class 'torch.optim.adam.Adam'>,0.1,0.1,45,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.1, 'module__dp_conv': 0.1, 'max_epochs': 45, 'lr': 0.0005, 'batch_size': 128}",0.9411048917011439,0.8902409345339498,0.9535166707228035,0.9281888997078871,0.9406037000973709,0.930731019352631,0.021772378381178452,39
1,1129.7439016342164,0.6046308333755732,5.094898271560669,0.06684117576652528,<class 'torch.optim.adam.Adam'>,0.4,0.001,112,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4, 'module__dp_conv': 0.001, 'max_epochs': 112, 'lr': 0.0005, 'batch_size': 128}",0.9372110002433682,0.9311267948405938,0.9491360428328061,0.8980038948393378,0.9352482960077897,0.9301452057527791,0.017150196846135415,40
30,1393.6172378540039,0.2489165630554537,5.165911340713501,0.06262678291399092,<class 'torch.optim.adam.Adam'>,0.2,0.001,138,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.001, 'max_epochs': 138, 'lr': 0.0005, 'batch_size': 128}",0.9408615234850328,0.8963251399367242,0.948892674616695,0.9133398247322297,0.9500973709834469,0.9299033067508258,0.021402434718257524,41
42,1887.727080631256,0.6020117901414537,5.0875612735748295,0.06536939512391032,<class 'torch.optim.adam.Adam'>,0.5,0.1,186,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 0.1, 'max_epochs': 186, 'lr': 0.002, 'batch_size': 128}",0.9440253102944756,0.9359941591628134,0.9374543684594792,0.884858812074002,0.942794547224927,0.9290254394431393,0.022292982423719594,42
29,685.9802307128906,0.1269140027287207,5.082918167114258,0.061802543120819724,<class 'torch.optim.adam.Adam'>,0.2,0.1,68,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.1, 'max_epochs': 68, 'lr': 0.0005, 'batch_size': 128}",0.9413482599172548,0.9082501825261621,0.9423217327816987,0.8958130477117819,0.9483933787731256,0.9272253203420047,0.021081899892867927,43
20,1709.1315042495728,0.363094652245837,5.103558206558228,0.06547437498878664,<class 'torch.optim.adam.Adam'>,0.2,0.1,169,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.1, 'max_epochs': 169, 'lr': 0.002, 'batch_size': 128}",0.9367242638111463,0.9311267948405938,0.9457288878072524,0.8809639727361246,0.9406037000973709,0.9270295238584975,0.023523329207874276,44
24,1596.9376316547393,0.767009723297027,5.12329740524292,0.07274899002790051,<class 'torch.optim.adam.Adam'>,0.2,0.01,158,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.01, 'max_epochs': 158, 'lr': 0.002, 'batch_size': 128}",0.938671209540034,0.9055731321489413,0.9420783645655877,0.9028724440116845,0.944985394352483,0.926836108923746,0.018591201911474845,45
27,827.0032118320465,0.2897341093508884,5.105642175674438,0.06629245904259523,<class 'torch.optim.adam.Adam'>,0.2,1e-05,82,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 1e-05, 'max_epochs': 82, 'lr': 0.0005, 'batch_size': 128}",0.9350206862983694,0.919931856899489,0.9342905816500365,0.9065238558909445,0.9357351509250244,0.9263004263327728,0.01149409377950584,46
31,1972.8219116210937,0.6235946647322401,5.121434545516967,0.07721323157446121,<class 'torch.optim.adam.Adam'>,0.4,1e-05,195,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4, 'module__dp_conv': 1e-05, 'max_epochs': 195, 'lr': 0.0005, 'batch_size': 128}",0.9340472134339255,0.9301533219761499,0.9413482599172548,0.8855890944498539,0.9350048685491723,0.9252285516652712,0.020143138247459124,47
11,171.2721727848053,0.08870072297704244,5.094292116165161,0.0671086157871642,<class 'torch.optim.adam.Adam'>,0.5,0.01,17,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 0.01, 'max_epochs': 17, 'lr': 0.001, 'batch_size': 128}",0.9408615234850328,0.9019226089072767,0.9522998296422487,0.8846153846153846,0.937682570593963,0.9234763834487811,0.025727776138123493,48
39,972.1742092609405,0.4212697910759544,5.092645931243896,0.07649079112028677,<class 'torch.optim.adam.Adam'>,0.2,0.001,96,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.001, 'max_epochs': 96, 'lr': 0.002, 'batch_size': 128}",0.9379411048917011,0.8595765393039669,0.9423217327816987,0.9296494644595911,0.9425511197663097,0.9224079922406535,0.031761015838646454,49
0,385.6282233715057,192.63910885100034,3.9863924026489257,1.994016449719251,<class 'torch.optim.adam.Adam'>,0.2,0.01,49,0.01,32,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 0.01, 'max_epochs': 49, 'lr': 0.01, 'batch_size': 32}",,0.9313701630567048,0.9474324653200292,0.8941090555014606,0.9415774099318404,,,50
