,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer,param_module__dp_fc,param_module__dp_conv,param_max_epochs,param_lr,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15,600.4628098011017,0.3119238033574043,6.749402284622192,0.08080318394574264,<class 'torch.optim.adam.Adam'>,0.30000000000000004,1e-05,72,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.30000000000000004, 'module__dp_conv': 1e-05, 'max_epochs': 72, 'lr': 0.002, 'batch_size': 128}",0.9381844731078122,0.9211486979800438,0.949866147481139,0.9135832521908471,0.9559396299902629,0.935744440150021,0.016231919250159862,18
31,433.72402601242067,0.28424307853500635,6.753444623947144,0.0830499169599521,<class 'torch.optim.adam.Adam'>,0.0,0.0001,52,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.0, 'module__dp_conv': 0.0001, 'max_epochs': 52, 'lr': 0.002, 'batch_size': 128}",0.9464589924555853,0.9274762715989292,0.9447554149428085,0.9148003894839338,0.9430379746835443,0.9353058086329602,0.012290230471970134,19
33,735.9035047531128,0.2619452863371201,6.745100831985473,0.09242046813726562,<class 'torch.optim.adam.Adam'>,0.4,1e-05,88,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4, 'module__dp_conv': 1e-05, 'max_epochs': 88, 'lr': 0.002, 'batch_size': 128}",0.9221221708444877,0.9481625699683621,0.9554636164516914,0.9036027263875365,0.9444985394352483,0.9347699246174652,0.019149922707432272,20
29,1147.809967136383,0.5712221202702168,6.72520866394043,0.10336121426218978,<class 'torch.optim.adam.Adam'>,0.5,1e-05,137,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 1e-05, 'max_epochs': 137, 'lr': 0.002, 'batch_size': 128}",0.939888050620589,0.9260160623022633,0.9428084692139207,0.9165043816942551,0.947176241480039,0.9344786410622135,0.011441731025268695,21
4,1591.741912984848,0.5147836595184341,6.751711845397949,0.09198403962099214,<class 'torch.optim.adam.Adam'>,0.30000000000000004,1e-05,190,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.30000000000000004, 'module__dp_conv': 1e-05, 'max_epochs': 190, 'lr': 0.001, 'batch_size': 128}",0.9408615234850328,0.9379411048917011,0.9440253102944756,0.9043330087633885,0.9447419668938656,0.9343805828656928,0.015217855722784059,22
12,600.628149652481,0.1057645448498291,6.780186557769776,0.09967068676695177,<class 'torch.optim.adam.Adam'>,0.1,0.001,72,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.1, 'module__dp_conv': 0.001, 'max_epochs': 72, 'lr': 0.001, 'batch_size': 128}",0.9462156242394744,0.8992455585300559,0.9518130932100267,0.9201557935735151,0.9539922103213242,0.9342844559748793,0.02128541715005777,23
10,401.0401478290558,0.3381366167957066,6.747430419921875,0.10744966804766772,<class 'torch.optim.adam.Adam'>,0.0,0.01,46,0.002,64,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.0, 'module__dp_conv': 0.01, 'max_epochs': 46, 'lr': 0.002, 'batch_size': 64}",0.9454855195911414,0.9243124847894865,0.9522998296422487,0.8926484907497566,0.9559396299902629,0.9341371909525792,0.02345996355821129,24
13,816.415988779068,0.5618473047018088,6.797227907180786,0.14924109427253088,<class 'torch.optim.adam.Adam'>,0.30000000000000004,0.1,93,0.002,64,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.30000000000000004, 'module__dp_conv': 0.1, 'max_epochs': 93, 'lr': 0.002, 'batch_size': 64}",0.9476758335361402,0.9228522754928207,0.9481625699683621,0.9094449853943525,0.9406037000973709,0.9337478728978093,0.015219187426313004,25
2,934.8975811004639,0.44147804942116997,6.78638334274292,0.17504226296152828,<class 'torch.optim.adam.Adam'>,0.30000000000000004,0.1,112,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.30000000000000004, 'module__dp_conv': 0.1, 'max_epochs': 112, 'lr': 0.0005, 'batch_size': 128}",0.9330737405694817,0.9221221708444877,0.9381844731078122,0.9281888997078871,0.943524829600779,0.9330188227660896,0.007471657364699153,26
8,716.6760136127472,0.3137119740017757,6.7268328189849855,0.11097269448718061,<class 'torch.optim.adam.Adam'>,0.0,0.01,86,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.0, 'module__dp_conv': 0.01, 'max_epochs': 86, 'lr': 0.002, 'batch_size': 128}",0.939644682404478,0.9065466050133852,0.9486493064005841,0.9191820837390458,0.9500973709834469,0.9328240097081879,0.017157708138442574,27
0,816.4597870349884,0.5936671333803405,6.761300325393677,0.1270795316117811,<class 'torch.optim.adam.Adam'>,0.5,1e-05,98,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 1e-05, 'max_epochs': 98, 'lr': 0.002, 'batch_size': 128}",0.9432952056461427,0.9182282793867121,0.9476758335361402,0.9218597857838364,0.9330574488802337,0.932823310646613,0.01151978000373053,28
47,174.9594160079956,0.08930345728962845,6.7942229270935055,0.07071340085763625,<class 'torch.optim.adam.Adam'>,0.0,0.1,21,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.0, 'module__dp_conv': 0.1, 'max_epochs': 21, 'lr': 0.0005, 'batch_size': 128}",0.9330737405694817,0.9028960817717206,0.9469457288878073,0.932570593962999,0.9479065238558909,0.93267853380958,0.01626411279493401,29
14,1247.6828175067901,0.34675954095614897,6.834304904937744,0.13657088476217025,<class 'torch.optim.adam.Adam'>,0.2,1e-05,149,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 1e-05, 'max_epochs': 149, 'lr': 0.001, 'batch_size': 128}",0.9462156242394744,0.9323436359211487,0.9389145777561451,0.8984907497565725,0.9466893865628043,0.932530794847229,0.017817141506588134,30
17,1441.3340372085572,0.4488126301858119,6.739841461181641,0.09512685893650574,<class 'torch.optim.adam.Adam'>,0.4,0.001,172,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4, 'module__dp_conv': 0.001, 'max_epochs': 172, 'lr': 0.0005, 'batch_size': 128}",0.9325870041372597,0.9303966901922609,0.9418349963494768,0.9199123661148978,0.935491723466407,0.9320445560520604,0.007182415037969132,31
19,986.4971299648284,0.11449787814224563,6.808611440658569,0.07213790619483988,<class 'torch.optim.adam.Adam'>,0.5,0.0001,118,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 0.0001, 'max_epochs': 118, 'lr': 0.001, 'batch_size': 128}",0.9418349963494768,0.9036261864200535,0.9425651009978097,0.9221032132424537,0.9498539435248295,0.9319966881069247,0.016912311740425446,32
41,980.0777617931366,0.27487435540845334,6.754969692230224,0.10498009855193764,<class 'torch.optim.adam.Adam'>,0.4,0.0001,117,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4, 'module__dp_conv': 0.0001, 'max_epochs': 117, 'lr': 0.002, 'batch_size': 128}",0.9311267948405938,0.9260160623022633,0.9471890971039182,0.9111489776046738,0.9386562804284323,0.9308274424559763,0.012161212246771727,33
35,508.93003664016726,0.22743756265451603,6.754915475845337,0.09068866947557641,<class 'torch.optim.adam.Adam'>,0.0,1e-05,61,0.001,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.0, 'module__dp_conv': 1e-05, 'max_epochs': 61, 'lr': 0.001, 'batch_size': 128}",0.9406181552689219,0.9165247018739353,0.9515697249939158,0.9367088607594937,0.9067672833495618,0.9304377452491657,0.01639141085049361,34
22,508.5994439125061,0.7169979213410199,6.784241008758545,0.10669058174265479,<class 'torch.optim.adam.Adam'>,0.1,1e-05,51,0.01,32,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.1, 'module__dp_conv': 1e-05, 'max_epochs': 51, 'lr': 0.01, 'batch_size': 32}",0.9364808955950353,0.9226089072767096,0.948892674616695,0.9087147030185004,0.934031158714703,0.9301456678443287,0.013585075826801558,35
3,1338.1738121032715,0.3775564028159951,6.733199214935302,0.10710934957472341,<class 'torch.optim.adam.Adam'>,0.2,1e-05,160,0.0005,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2, 'module__dp_conv': 1e-05, 'max_epochs': 160, 'lr': 0.0005, 'batch_size': 128}",0.9413482599172548,0.929666585543928,0.9462156242394744,0.8948393378773125,0.9379259980525804,0.92999916112611,0.01838985720630625,36
46,1520.5467409133912,0.2109397058387362,6.758733940124512,0.09143264677011322,<class 'torch.optim.adam.Adam'>,0.5,0.1,181,0.002,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.5, 'module__dp_conv': 0.1, 'max_epochs': 181, 'lr': 0.002, 'batch_size': 128}",0.929666585543928,0.948892674616695,0.9367242638111463,0.883398247322298,0.9481499513145083,0.9293663445217151,0.024088987243969587,37
