,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer,param_module__dp_fc,param_module__dp_conv,param_max_epochs,param_lr,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
49,545.9338977336884,0.36525076286838337,8.155639553070069,0.151994075813336,<class 'torch.optim.adam.Adam'>,0.17171717171717174,0.0001,45,0.01,256,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.17171717171717174, 'module__dp_conv': 0.0001, 'max_epochs': 45, 'lr': 0.01, 'batch_size': 256}",0.9435385738622536,0.9505962521294719,0.9484059381844732,0.9367088607594937,0.9476630963972736,0.9453825442665931,0.004902195241241992,1
35,680.8504935264588,0.26108836243778244,8.17192816734314,0.13802246054678866,<class 'torch.optim.adam.Adam'>,0.08585858585858587,0.001,56,0.001,256,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.08585858585858587, 'module__dp_conv': 0.001, 'max_epochs': 56, 'lr': 0.001, 'batch_size': 256}",0.9464589924555853,0.919445120467267,0.9547335118033585,0.9342745861733204,0.9539922103213242,0.9417808842441711,0.013371631133959686,2
14,1037.6960899353028,1.658757662093587,8.763022899627686,0.14408721906742816,<class 'torch.optim.adam.Adam'>,0.3484848484848485,1e-05,76,0.001,64,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.3484848484848485, 'module__dp_conv': 1e-05, 'max_epochs': 76, 'lr': 0.001, 'batch_size': 64}",0.9452421513750304,0.939644682404478,0.9435385738622536,0.926728334956183,0.9479065238558909,0.9406120532907671,0.007441842150655933,3
1,465.9733810901642,1.273268480562568,8.209764099121093,0.11914615389056762,<class 'torch.optim.adam.Adam'>,0.4747474747474748,0.1,32,0.01,32,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.4747474747474748, 'module__dp_conv': 0.1, 'max_epochs': 32, 'lr': 0.01, 'batch_size': 32}",0.9469457288878073,0.9413482599172548,0.9432952056461427,0.9133398247322297,0.9510710808179162,0.9392000200002701,0.013349556326882102,4
38,492.5349620342255,0.2752608853889869,8.17532296180725,0.1320382709190135,<class 'torch.optim.adam.Adam'>,0.14141414141414144,0.001,40,0.01,128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.14141414141414144, 'module__dp_conv': 0.001, 'max_epochs': 40, 'lr': 0.01, 'batch_size': 128}",0.9440253102944756,0.9432952056461427,0.9449987831589195,0.931110029211295,0.9308666017526777,0.938859186012702,0.006449691429630165,5
26,1908.8851774692534,1.6312111208631026,8.11496868133545,0.12715155025113142,<class 'torch.optim.adam.Adam'>,0.17171717171717174,0.0001,131,0.0001,32,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.17171717171717174, 'module__dp_conv': 0.0001, 'max_epochs': 131, 'lr': 0.0001, 'batch_size': 32}",0.9432952056461427,0.9221221708444877,0.9503528839133609,0.9201557935735151,0.9518013631937683,0.937545483434255,0.013715675739519177,6
48,1117.9380008220674,0.7825440917596996,8.205990982055663,0.16852556906614513,<class 'torch.optim.adam.Adam'>,0.37878787878787884,0.0001,92,0.0001,256,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.37878787878787884, 'module__dp_conv': 0.0001, 'max_epochs': 92, 'lr': 0.0001, 'batch_size': 256}",0.9369676320272572,0.9384278413239231,0.9527865660744707,0.9101752677702045,0.944985394352483,0.9366685403096676,0.014380812922007637,7
20,463.1210235595703,0.556585777851433,8.241193723678588,0.1340351855878986,<class 'torch.optim.sgd.SGD'>,0.2575757575757576,0.01,32,0.01,32,"{'optimizer': <class 'torch.optim.sgd.SGD'>, 'module__dp_fc': 0.2575757575757576, 'module__dp_conv': 0.01, 'max_epochs': 32, 'lr': 0.01, 'batch_size': 32}",0.9355074227305914,0.9350206862983694,0.9435385738622536,0.9238072054527751,0.9432814021421616,0.9362310580972302,0.007203442237908597,8
37,677.8067376613617,0.16745828452466177,8.221256494522095,0.16510382309966395,<class 'torch.optim.adam.Adam'>,0.3535353535353536,1e-05,52,0.001,64,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.3535353535353536, 'module__dp_conv': 1e-05, 'max_epochs': 52, 'lr': 0.001, 'batch_size': 64}",0.9359941591628134,0.9279630080311512,0.9501095156972499,0.9130963972736125,0.9491236611489776,0.9352573482627609,0.013839938937877652,9
33,2092.2780908107757,43.05235225392776,8.651553583145141,0.21171242381553645,<class 'torch.optim.adam.Adam'>,0.2575757575757576,1e-05,133,0.0001,32,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dp_fc': 0.2575757575757576, 'module__dp_conv': 1e-05, 'max_epochs': 133, 'lr': 0.0001, 'batch_size': 32}",0.939401314188367,0.9238257483572645,0.9403747870528109,0.9298928919182083,0.942064264849075,0.9351118012731451,0.0070575873415290495,10
